Unnamed: 0,recipe_name,prep_time,cook_time,total_time,servings,yield,ingredients,directions,rating,url,cuisine_path,nutrition,timing,img_src
504,Lamb Braised in Pomegranate,15 mins,2 hrs 30 mins,2 hrs 45 mins,6,,"3 pounds lamb shoulder blade chops,   salt and freshly ground pepper to taste, 1 tablespoon vegetable oil, 1  onion, sliced, 1 pinch salt, 4 cloves garlic, sliced, 2 cups pomegranate juice, ⅓ cup aged balsamic vinegar, 8  fresh mint leaves, ¼ teaspoon dried rosemary, ¼ teaspoon red pepper flakes, 1 tablespoon honey, or more to taste, 2 tablespoons pomegranate seeds, 1 tablespoon sliced fresh mint leaves, 1 tablespoon pumpkin seeds","Preheat the oven to 300 degrees F (150 degrees C).
Generously season lamb chops with salt and black pepper.
Heat vegetable oil in a Dutch oven over high heat. Place lamb chops in Dutch oven and cook until browned on all sides, about 8 minutes. Transfer lamb to a plate and reduce heat to medium.
Stir onion and a pinch of salt into the Dutch oven; cook until onions are slightly golden, about 3 minutes. Stir in garlic and cook for 30 seconds.
Pour pomegranate juice into the Dutch oven and scrape any browned bits off of the bottom of the pot. Pour in balsamic vinegar, increase heat to high, and bring to a boil.
Stir mint leaves, rosemary, and red pepper flakes into pomegranate juice mixture. Continue to boil until liquid is reduced by half, about 10 minutes. Return lamb and any accumulated juices to the Dutch oven, spoon pomegranate mixture over lamb, and cover.
Cook in the preheated oven until lamb is fork tender, about 2 hours.
Transfer lamb to a plate and set the Dutch oven on the stovetop over high heat. Bring pomegranate mixture to a boil; cook, skimming any fat that accumulates, until liquid is reduced by 1/3, about 5 minutes.
Stir in honey and season with salt and black pepper. Return lamb to the Dutch oven; stir to combine. Garnish with pomegranate seeds, sliced mint leaves, and pumpkin seeds.











Chef John/Allrecipes
",4.8,https://www.allrecipes.com/recipe/222191/lamb-braised-in-pomegranate/,/Meat and Poultry/Lamb/Chops/,"Total Fat 34g 44%, Saturated Fat 14g 69%, Cholesterol 135mg 45%, Sodium 190mg 8%, Total Carbohydrate 23g 8%, Dietary Fiber 1g 3%, Total Sugars 18g, Protein 35g, Vitamin C 4mg 21%, Calcium 46mg 4%, Iron 3mg 16%, Potassium 540mg 11%","Prep Time: 15 mins, Cook Time: 2 hrs 30 mins, Total Time: 2 hrs 45 mins, Servings: 6",https://www.allrecipes.com/thmb/SRajaVq5MFb4k8PdYWT2ucGVGQM=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/3548121-6199f4d67e144fb6a95bb0b1fb2f64c9.jpg
506,Yummy Pomegranate Vinaigrette Dressing,15 mins,,15 mins,24,3 cups,"1 cup olive oil, 1 cup pomegranate juice, 1 cup rice vinegar, ¼ cup white sugar, 2 tablespoons chopped shallots, 1 ¼ teaspoons chopped garlic, 1 teaspoon ground white pepper,   kosher salt to taste","Place olive oil, pomegranate juice, rice vinegar, white sugar, shallots, garlic, white pepper, and salt in a blender. Blend until smooth, about 2 minutes.",4.7,https://www.allrecipes.com/recipe/245346/yummy-pomegranate-vinaigrette-dressing/,/Side Dish/Sauces and Condiments/Salad Dressing Recipes/Vinaigrette Dressing Recipes/,"Total Fat 9g 12%, Saturated Fat 1g 6%, Sodium 17mg 1%, Total Carbohydrate 8g 3%, Total Sugars 7g, Vitamin C 0mg 2%, Calcium 1mg 0%, Iron 0mg 1%, Potassium 4mg 0%","Prep Time: 15 mins, Total Time: 15 mins, Servings: 24, Yield: 3 cups",https://www.allrecipes.com/thmb/4Ln070FGZQiPuxWPYQcZbfeqU9A=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/2909912-3d8cd518f4a1404c97d40b8a48b737d6.jpg
508,Pear and Pomegranate Salad,10 mins,2 mins,12 mins,2,2 salads,"3 cups green leaf lettuce, rinsed and torn, 1  Bartlett or Anjou pear, ⅓ cup pomegranate seeds, 1 tablespoon vegetable oil, 2 tablespoons pomegranate juice, 1 tablespoon lemon juice, 1 teaspoon prepared Dijon-style mustard, ½ tablespoon honey,   ground black pepper to taste","Divide the lettuce between two bowls. Halve and core the pear, then cut each half in slices. Divide the pear slices and pomegranate seeds among the two bowls and mix gently.
Combine the vegetable oil, pomegranate juice, lemon juice, mustard, honey, and pepper in a saucepan. Bring to a boil over high heat; reduce heat and simmer, stirring frequently, until the dressing thickens slightly, about 2 minutes. Pour the warm dressing over the salads and serve.",4.4,https://www.allrecipes.com/recipe/213165/pear-and-pomegranate-salad/,/Salad/Green Salad Recipes/,"Total Fat 7g 9%, Saturated Fat 1g 6%, Sodium 88mg 4%, Total Carbohydrate 24g 9%, Dietary Fiber 4g 14%, Total Sugars 15g, Protein 2g, Vitamin C 22mg 111%, Calcium 41mg 3%, Iron 1mg 6%, Potassium 280mg 6%","Prep Time: 10 mins, Cook Time: 2 mins, Total Time: 12 mins, Servings: 2, Yield: 2 salads",https://www.allrecipes.com/thmb/6LaqQgyK0NViqHZr5V5-e-iO-30=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/687763-8a541e84e94a4a3da837c0acbd108423.jpg
510,Homemade Grenadine,1 mins,10 mins,11 mins,12,12 servings,"1 cup white sugar, ½ cup pomegranate juice","Pour sugar and pomegranate juice into a sauce pan and warm over low heat, whisking continuously until the sugar dissolves. Cool, pour into a bottle or jar, and store sealed in the refrigerator.",4.3,https://www.allrecipes.com/recipe/217210/homemade-grenadine/,/Side Dish/Sauces and Condiments/Syrup Recipes/,"Sodium 0mg 0%, Total Carbohydrate 18g 7%, Total Sugars 18g, Calcium 0mg 0%, Potassium 0mg 0%","Prep Time: 1 mins, Cook Time: 10 mins, Total Time: 11 mins, Servings: 12, Yield: 12 servings",https://www.allrecipes.com/thmb/98DuipYVjdGFXpEiBF8AzOyuf5k=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4574288-02fdfc6b50da438fa3d984c46fd763ea.jpg
512,Chef John's Sweet Potato Biscuits,20 mins,20 mins,40 mins,8,8 large or 12 regular biscuits,"1 large orange-fleshed sweet potato, peeled, 1 teaspoon salt, 1 tablespoon brown sugar, ½ cup buttermilk, 3 ¼ cups self-rising flour, 1 ½ sticks unsalted butter, frozen, 1 tablespoon melted butter","Cut sweet potato in half lengthwise. Cut each in half again lengthwise, then in half cross-wise. Cut each piece in half to make about 16 evenly sized chunks. Transfer into pot; cover with water and add salt. Bring to a simmer on high heat; reduce heat to medium-low and cook until potatoes are tender, about 17 minutes. Drain thoroughly; return to pot and mash potatoes. You will need 1 1/2 cups mashed sweet potatoes. Cool thoroughly.
Transfer cooled mashed potatoes to a mixing bowl. Add brown sugar and buttermilk. Mix together until well combined.
Place self-rising flour in a separate mixing bowl. Grate frozen butter into flour, tossing with a fork to coat with flour after each addition of about 1/3 to 1/2 stick. This will prevent butter from clumping. Mixture should look like floury pieces of butter. Add sweet potato mixture. Toss with a fork until evenly distributed, but don't overmix.
Transfer mixture onto a lightly floured work surface. Push and press mixture together into a rectangular shape, about 1 1/2 inches thick. Dough will be floury and a bit crumbly. Fold rectangle into thirds, lifting up one-third and folding onto the middle and doing the same with the other side. Dust with a bit of flour if sticking.
Preheat oven to 425 degrees F (220 degrees C). Line a rimmed baking sheet with a silicone mat.
Press dough into a rectangle again, about 1 inch thick. Repeat the tri-fold step. Press out into a rectangle, about 1 inch thick. Trim off the rough edges to square off the sides; this will maximize rising. Cut into 8 equal portions. Transfer to prepared baking pan, spacing biscuits evenly. Brush tops lightly with 1 tablespoon melted butter.
Bake in preheated oven until browned, 20 to 25 minutes. Cool slightly before serving.
Mix 4 tablespoons butter (room temperature), pomegranate syrup, and pomegranate juice together in a small bowl. Spread on warm biscuits. Sprinkle with a few pomegranate seeds for garnish.









",4.8,https://www.allrecipes.com/recipe/261792/chef-johns-sweet-potato-biscuits/,/Bread/Quick Bread Recipes/Biscuits/,"Total Fat 25g 32%, Saturated Fat 16g 79%, Cholesterol 65mg 22%, Sodium 1037mg 45%, Total Carbohydrate 52g 19%, Dietary Fiber 3g 11%, Total Sugars 5g, Protein 7g, Vitamin C 2mg 8%, Calcium 215mg 17%, Iron 3mg 15%, Potassium 290mg 6%","Prep Time: 20 mins, Cook Time: 20 mins, Total Time: 40 mins, Servings: 8, Yield: 8 large or 12 regular biscuits",https://www.allrecipes.com/thmb/H8B70Qzd7b3sXac70NZ5TQ5EGME=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4597581-4a78d6d9de7f4822b6be19af542aa3fc.jpg
514,Pavlova with Winter Fruits,30 mins,1 hrs,2 hrs 30 mins,3,3 pavlovas,"4  egg whites, at room temperature, ¾ cup white sugar, ¼ cup superfine sugar, 1 ½ teaspoons cornstarch, ½ teaspoon orange blossom water (Optional), ½ teaspoon white vinegar","Preheat the oven to 250 degrees F (120 degrees C). Line a large baking sheet with parchment paper. Invert a small bowl onto the parchment paper and trace the rim with a pencil. Repeat twice more. Flip parchment paper over.
Beat egg whites in a large bowl with an electric mixer until soft peaks begin to form. Gradually add white sugar, with the mixer running. Whisk superfine sugar and cornstarch in a small bowl. Gradually beat into the meringue. Continue beating meringue until stiff, glossy peaks form. Beat in orange blossom water and vinegar.
Spoon meringue into the traced circles. Make the borders higher than the center, to leave room for the filling.
Bake meringues in the preheated oven until firm and dry to the touch, about 1 hour.
Meanwhile, make the lemon curd. Fill a medium saucepan with 1 inch of water and bring to a bare simmer.
Whisk lemon juice, lemon zest, sugar, egg yolks, and salt together in a glass bowl. Set the bowl over the simmering water. Cook, whisking constantly, until curd foams, then thickens, about 10 minutes. Remove the bowl from the simmering water. Gradually whisk in coconut oil until melted and incorporated.
Strain the curd through a fine-mesh sieve; discard solids left in the strainer. Press a sheet of plastic wrap directly onto the surface to prevent a skin from forming. Transfer to the refrigerator.
Turn off oven and keep meringues inside until completely dry, about 1 hour.
Combine heavy cream, confectioners' sugar, and orange blossom water in a bowl. Beat with an electric mixer until soft peaks form.
Spoon lemon curd into the center of the cooled meringues. Mound whipped cream over the curd. Arrange grapefruit, orange, and persimmon slices on top. Sprinkle pomegranate seeds over the top.",5.0,https://www.allrecipes.com/recipe/269274/pavlova-with-winter-fruits/,/Desserts/Specialty Dessert Recipes/Pavlova Recipes/,"Total Fat 49g 63%, Saturated Fat 32g 161%, Cholesterol 382mg 127%, Sodium 227mg 10%, Total Carbohydrate 133g 48%, Dietary Fiber 7g 26%, Total Sugars 111g, Protein 13g, Vitamin C 140mg 701%, Calcium 187mg 14%, Iron 3mg 17%, Potassium 592mg 13%","Prep Time: 30 mins, Cook Time: 1 hrs, Additional Time: 1 hrs, Total Time: 2 hrs 30 mins, Servings: 3, Yield: 3 pavlovas",https://www.allrecipes.com/thmb/VYFNwxZnUrmuhK2CL21ue7WFB_Y=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/6007485-f9b711c631e6434ab3ea8f05388e5e36.jpg
516,Holiday Cranberry-Pomegranate Sauce,15 mins,20 mins,8 hrs 35 mins,24,3 cups,"1 (12 ounce) bag fresh cranberries, rinsed and sorted, 1 cup white sugar, 1 cup orange juice, 1 teaspoon orange zest, ¼ teaspoon ground cloves, 2  cinnamon sticks, 1  pomegranate, peeled and seeds separated","Mix the cranberries, sugar, orange juice, orange zest, ground cloves, and cinnamon sticks together in a saucepan. Bring to a boil. Lower heat to medium, and simmer for 10 minutes, stirring constantly. Remove from the heat and cool.
Stir the pomegranate seeds into the cranberry mixture, and refrigerate at least 8 hours or overnight. Remove the cinnamon sticks before serving.",4.6,https://www.allrecipes.com/recipe/130578/holiday-cranberry-pomegranate-sauce/,/Side Dish/,"Total Fat 0g 0%, Sodium 1mg 0%, Total Carbohydrate 13g 5%, Dietary Fiber 1g 3%, Total Sugars 11g, Protein 0g, Vitamin C 8mg 38%, Calcium 6mg 0%, Iron 0mg 1%, Potassium 51mg 1%","Prep Time: 15 mins, Cook Time: 20 mins, Additional Time: 8 hrs, Total Time: 8 hrs 35 mins, Servings: 24, Yield: 3 cups",https://www.allrecipes.com/thmb/PJ2_GLAXfFLK47fkfESXo80H6mU=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/146677-5e1e1de6f83445209e8005ec9b857e7d.jpg
518,Cranberry Pomegranate Sauce,30 mins,45 mins,1 hrs 15 mins,24,5 cups,"2 large tart apples, 2  pomegranates, peeled and seeds separated, 1 (16 fl oz) bottle pomegranate juice, 2 cups white sugar, 2 large  oranges, 2 (12 ounce) bags fresh cranberries, rinsed and sorted, 1 cup pecans, chopped","Peel and core apples, and put peelings and cores in a small saucepan with pomegranate seeds, 1/2 cup juice, and 1/2 cup sugar. Bring to a boil, and then reduce heat to simmer. Cook for 30 minutes.
Chop the peeled apples, and place in a large saucepan. Remove zest from half of one orange, chop very fine, and add to apples. Peel oranges, chop coarsely, and add to pan along with cranberries and remaining juice and sugar. Bring to a boil, reduce heat to simmer, and cook for 30 minutes.
Remove small pan from heat, and strain juice into larger pan. Cool solids slightly, and then push though a sieve to remove seeds and peels, adding remaining pulp to larger pan. Stir in nuts, if desired. Cook about 10 minutes longer. Serve warm, room temperature, or chilled.",4.5,https://www.allrecipes.com/recipe/130639/cranberry-pomegranate-sauce/,/Side Dish/Sauces and Condiments/Sauces/Cranberry Sauce Recipes/,"Total Fat 4g 5%, Saturated Fat 0g 2%, Sodium 2mg 0%, Total Carbohydrate 31g 11%, Dietary Fiber 3g 9%, Total Sugars 26g, Protein 1g, Vitamin C 14mg 68%, Calcium 14mg 1%, Iron 0mg 2%, Potassium 124mg 3%","Prep Time: 30 mins, Cook Time: 45 mins, Total Time: 1 hrs 15 mins, Servings: 24, Yield: 5 cups",https://www.allrecipes.com/thmb/FP1Z1a0S0Kz1EwPesSEWuR5QLE4=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/519878-d7f39d8dacf142eaa56610190a8e2aea.jpg
520,Pomegranate Grenadine,5 mins,20 mins,55 mins,32,32 servings,"4 cups pomegranate juice, divided, 1 cup white sugar",Combine 3 cups pomegranate juice and sugar together in a saucepan; heat to 244 degrees F (118 degrees C) or until a small amount of mixture dropped into cold water forms a firm ball. Remove saucepan from heat and cover with a lid; let cool until pan is cool enough to touch. Stir remaining 1 cup pomegranate juice into mixture. Refrigerate.,5.0,https://www.allrecipes.com/recipe/237763/pomegranate-grenadine/,/Side Dish/Sauces and Condiments/Syrup Recipes/,"Sodium 1mg 0%, Total Carbohydrate 11g 4%, Total Sugars 11g, Calcium 0mg 0%, Potassium 0mg 0%","Prep Time: 5 mins, Cook Time: 20 mins, Additional Time: 30 mins, Total Time: 55 mins, Servings: 32, Yield: 32 servings",https://www.allrecipes.com/thmb/n4zz7VM_jeYXB5-oRLMSRtUGdoo=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/1172032-ef4749c216f744e6a644f3aef3597a1e.jpg
522,Salmon with Pomegranate Glaze,10 mins,11 mins,36 mins,4,4 fillets,"⅓ cup pomegranate juice, 1 tablespoon soy sauce, or to taste, 1 clove garlic, sliced, 4 (6 ounce) fillets salmon, 2 tablespoons olive oil, ½  pomegranate, peeled and seeds separated","Whisk pomegranate juice, soy sauce, and garlic together in a shallow non-reactive bowl until marinade is well mixed. Add salmon and turn to coat. Cover and marinate for 15 minutes.
Heat olive oil in a skillet over medium heat; add garlic from the marinade and cook until lightly browned, 1 to 2 minutes. Pour in the marinade and cook until reduced and thickened to a glaze, 4 to 5 minutes.
Preheat an outdoor grill for medium-high heat and lightly oil the grate.
Cook salmon on the preheated grill until flesh flakes easily with a fork, about 3 minutes per side. Serve salmon topped with glaze and garnished with pomegranate seeds.",4.0,https://www.allrecipes.com/recipe/258360/salmon-with-pomegranate-glaze/,/Main Dishes/Seafood Main Dishes/Salmon/Salmon Fillet Recipes/,"Total Fat 23g 29%, Saturated Fat 4g 21%, Cholesterol 83mg 28%, Sodium 307mg 13%, Total Carbohydrate 17g 6%, Dietary Fiber 0g 1%, Total Sugars 16g, Protein 30g, Vitamin C 8mg 39%, Calcium 23mg 2%, Iron 1mg 5%, Potassium 606mg 13%","Prep Time: 10 mins, Cook Time: 11 mins, Additional Time: 15 mins, Total Time: 36 mins, Servings: 4, Yield: 4 fillets",https://www.allrecipes.com/thmb/XYGVE7XQIMh1JLlQj7uYKkCLMHU=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/4528020-2baab377ab6c4b5f979eb79c4c945173.jpg
524,Creamy Pomegranate Ice Cream,5 mins,,35 mins,6,3 cups,"1 cup heavy cream, 1 cup white sugar, 1 cup pomegranate juice, 1 teaspoon vanilla extract, 1 pinch salt","Stir together the heavy cream and sugar. Stir in the pomegranate juice, vanilla extract, and salt. Add the mixture to an ice cream maker and freeze according to the manufacturer's directions.",4.0,https://www.allrecipes.com/recipe/200443/creamy-pomegranate-ice-cream/,/Desserts/Frozen Dessert Recipes/Ice Cream/,"Total Fat 15g 19%, Saturated Fat 9g 46%, Cholesterol 54mg 18%, Sodium 17mg 1%, Total Carbohydrate 41g 15%, Total Sugars 39g, Protein 1g, Vitamin C 0mg 1%, Calcium 26mg 2%, Potassium 32mg 1%","Prep Time: 5 mins, Additional Time: 30 mins, Total Time: 35 mins, Servings: 6, Yield: 3 cups",https://www.allrecipes.com/thmb/-8LvSaNIhaOg2I0WqalIkd-FcDs=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/672087-942d677c8f2f46b6a4f7a4d382ab50aa.jpg
